TICKER,SECTOR,INDUSTRY
MCS,Communication Services,Entertainment
DFFN,Healthcare,Biotechnology
GTN,Communication Services,Broadcasting
SREV,Fund,
NXDT,Financial Services,Asset Management
OCFC,Financial Services,Banks—Regional
PGAS,Energy,Oil & Gas Integrated
CSGP,Real Estate,Real Estate Services
EXPI,Real Estate,Real Estate Services
DX,Real Estate,REIT—Mortgage
XAIR,Healthcare,Medical Devices
BLW,Financial Services,Asset Management
HLYK,Healthcare,Medical Care Facilities
MSGE,Communication Services,Entertainment
HWM,Industrials,Specialty Industrial Machinery
IIII,Financial Services,Shell Companies
SNDR,Industrials,Trucking
TDC,Technology,Software—Infrastructure
CPTP,Real Estate,Real Estate Services
MDXG,Healthcare,Biotechnology
MCN,Financial Services,Asset Management
GDYN,Technology,Information Technology Services
ATXI,Healthcare,Biotechnology
ANDE,Consumer Defensive,Food Distribution
WVVI,Consumer Defensive,Beverages—Wineries & Distilleries
BCAT,Fund,
DLTR,Consumer Defensive,Discount Stores
ASUR,Technology,Software—Application
AMSWA,Technology,Software—Application
RM,Financial Services,Credit Services
PLSE,Healthcare,Medical Instruments & Supplies
ATRX,Healthcare,Biotechnology
ICMB,Financial Services,Asset Management
USCI,Fund,
REYN,Consumer Cyclical,Packaging & Containers
SHCR,Healthcare,Health Information Services
MYRG,Industrials,Engineering & Construction
ENDP,Healthcare,Drug Manufacturers—Specialty & Generic
QUBT,Technology,Computer Hardware
JEQ,Financial Services,Asset Management
ID,Consumer Cyclical,Internet Retail
FNF,Financial Services,Insurance—Specialty
MTNB,Healthcare,Biotechnology
JBGS,Real Estate,REIT—Office
CBDS,Healthcare,Health Information Services
REAC,Real Estate,Real Estate Services
GLW,Technology,Electronic Components
SIRE,Basic Materials,Chemicals
PAXS,Financial Services,Asset Management
AXR,Real Estate,Real Estate—Development
HNRG,Energy,Thermal Coal
EOG,Energy,Oil & Gas E&P
CHWY,Consumer Cyclical,Internet Retail
LOV,Communication Services,Internet Content & Information
UCASU,Real Estate,Real Estate—Development
CDE,Basic Materials,Gold
PIIVX,Fund,
CGO,Financial Services,Asset Management
IMAQ,Financial Services,Shell Companies
COIN,Technology,Software—Application
RSG,Industrials,Waste Management
GWII,Financial Services,Shell Companies
NYMT,Real Estate,REIT—Mortgage
ANGN,Healthcare,Biotechnology
LTH,Consumer Cyclical,Leisure
NAUT,Healthcare,Biotechnology
JNJ,Healthcare,Drug Manufacturers—General
AAWW,Industrials,Airports & Air Services
CALX,Technology,Software—Application
NBO,Financial Services,Asset Management
CTO,Real Estate,REIT—Diversified
AAM-PB,Financial Services,Asset Management
VACC,Healthcare,Biotechnology
RIOT,Technology,Software—Application
IVZ,Financial Services,Asset Management
EGP,Real Estate,REIT—Industrial
JOAN,Consumer Cyclical,Specialty Retail
CATO,Consumer Cyclical,Apparel Retail
NAUH,Consumer Defensive,Education & Training Services
LFAC,Financial Services,Shell Companies
CHWA,Financial Services,Shell Companies
OXLC,Financial Services,Asset Management
DBI,Consumer Cyclical,Apparel Retail
UTL,Utilities,Utilities—Diversified
AUGG,Basic Materials,Gold
AVA,Utilities,Utilities—Diversified
GOBI,Fund,
FRSG,Financial Services,Shell Companies
PBPB,Consumer Cyclical,Restaurants
PHM,Consumer Cyclical,Residential Construction
SKT,Real Estate,REIT—Retail
COCP,Healthcare,Biotechnology
BTCY,Healthcare,Medical Devices
RXDX,Healthcare,Biotechnology
BALL,Consumer Cyclical,Packaging & Containers
NOBH,Consumer Cyclical,Residential Construction
RHE,Healthcare,Medical Care Facilities
ATEN,Technology,Software—Infrastructure
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PRLE,Real Estate,REIT—Office
HYRE,Industrials,Rental & Leasing Services
KRNY,Financial Services,Banks—Regional
ONVO,Healthcare,Biotechnology
NBXG,Fund,
DOCU,Technology,Software—Application
TRIN,Financial Services,Asset Management
INM,Healthcare,Biotechnology
MTH,Consumer Cyclical,Residential Construction
IRNS,Industrials,Conglomerates
OMIC,Healthcare,Medical Instruments & Supplies
FITB,Financial Services,Banks—Regional
CDTX,Healthcare,Biotechnology
RCG,Financial Services,Asset Management
ULH,Industrials,Trucking
GULTU,Energy,Oil & Gas E&P
VST,Utilities,Utilities—Independent Power Producers
RIV,Financial Services,Asset Management
OYST,Healthcare,Biotechnology
ASTI,Technology,Solar
COSM,Healthcare,Drug Manufacturers—Specialty & Generic
AER,Industrials,Rental & Leasing Services
NMRD,Healthcare,Medical Devices
VIRI,Healthcare,Biotechnology
HAIA,Financial Services,Shell Companies
KRG,Real Estate,REIT—Retail
LTCH,Technology,Software—Application
QTNT,Healthcare,Medical Devices
MNTX,Industrials,Farm & Heavy Construction Machinery
EYE,Consumer Cyclical,Specialty Retail
TYL,Technology,Software—Application
PLUR,Healthcare,Biotechnology
TTOO,Healthcare,Diagnostics & Research
DNAD,Financial Services,Shell Companies
AMRX,Healthcare,Drug Manufacturers—Specialty & Generic
SST,Industrials,Specialty Business Services
ZYJT,Financial Services,Shell Companies
KE,Industrials,Electrical Equipment & Parts
CPIX,Healthcare,Drug Manufacturers—Specialty & Generic
NUKK,Technology,Software—Application
RBLX,Communication Services,Electronic Gaming & Multimedia
ABTX,Financial Services,Banks—Regional
ICUI,Healthcare,Medical Instruments & Supplies
KWR,Basic Materials,Specialty Chemicals
MRO,Energy,Oil & Gas E&P
NMIH,Financial Services,Insurance—Specialty
ESNT,Financial Services,Insurance—Specialty
PRVB,Healthcare,Biotechnology
RBA,Industrials,Specialty Business Services
KERN,Healthcare,Health Information Services
IHT,Real Estate,REIT—Hotel & Motel
IGR,Financial Services,Asset Management
ALPP,Industrials,Metal Fabrication
DNOW,Energy,Oil & Gas Equipment & Services
XEL,Utilities,Utilities—Regulated Electric
FLNT,Communication Services,Advertising Agencies
DMYS,Financial Services,Shell Companies
TASK,Technology,Information Technology Services
GNK,Industrials,Marine Shipping
ELEV,Healthcare,Biotechnology
DHIL,Financial Services,Asset Management
ENTX,Healthcare,Biotechnology
SNV,Financial Services,Banks—Regional
ACGL,Financial Services,Insurance—Diversified
NODK,Financial Services,Insurance—Property & Casualty
HBP,Services,Building Materials Wholesale
GTLL,Industrials,Conglomerates
HSAQ,Financial Services,Shell Companies
TSN,Consumer Defensive,Farm Products
AVGO,Technology,Semiconductors
SCVL,Consumer Cyclical,Apparel Retail
ARMK,Industrials,Specialty Business Services
LYFT,Technology,Software—Application
PLAB,Technology,Semiconductor Equipment & Materials
IMUX,Healthcare,Biotechnology
SNOW,Technology,Software—Application
MX,Technology,Semiconductors
WHLM,Industrials,Specialty Business Services
AL,Industrials,Rental & Leasing Services
VCNX,Healthcare,Biotechnology
STSA,Healthcare,Biotechnology
PLXP,Healthcare,Drug Manufacturers—Specialty & Generic
COHN,Financial Services,Capital Markets
VFLEX,Fund,
TLMD,Healthcare,Medical Care Facilities
VLY,Financial Services,Banks—Regional
CIR,Industrials,Specialty Industrial Machinery
TELA,Healthcare,Medical Devices
SMGI,Energy,Oil & Gas Equipment & Services
DTGI,Communication Services,Telecom Services
EXG,Financial Services,Asset Management
CG,Financial Services,Asset Management
FISV,Technology,Information Technology Services
SHYF,Industrials,Farm & Heavy Construction Machinery
BTX,Healthcare,Biotechnology
FUSB,Financial Services,Banks—Regional
XPO,Industrials,Integrated Freight & Logistics
XNCR,Healthcare,Biotechnology
PTRA,Consumer Cyclical,Auto Manufacturers
LE,Consumer Cyclical,Specialty Retail
AWP,Financial Services,Asset Management
CRMD,Healthcare,Biotechnology
TLSS,Industrials,Trucking
KACL,Financial Services,Shell Companies
AMD,Technology,Semiconductors
CMI,Industrials,Specialty Industrial Machinery
XELB,Consumer Cyclical,Apparel Manufacturing
VRTS,Financial Services,Asset Management
MEDS,Healthcare,Pharmaceutical Retailers
WISA,Technology,Semiconductors
SIF,Industrials,Aerospace & Defense
KNDI,Consumer Cyclical,Auto Parts
DMLP,Energy,Oil & Gas E&P
SANA,Healthcare,Biotechnology
LYEL,Healthcare,Biotechnology
PYN,Financial Services,Asset Management
JAN,Industrials,Waste Management
IPAR,Consumer Defensive,Household & Personal Products
OTIS,Industrials,Specialty Industrial Machinery
NVST,Healthcare,Medical Instruments & Supplies
CLVR,Healthcare,Drug Manufacturers—Specialty & Generic
EIG,Financial Services,Insurance—Specialty
RANI,Healthcare,Biotechnology
EVRG,Utilities,Utilities—Regulated Electric
APTX,Healthcare,Biotechnology
APA,Energy,Oil & Gas E&P
LW,Consumer Defensive,Packaged Foods
PRT,Energy,Oil & Gas E&P
ZS,Technology,Software—Infrastructure
EMMA,Healthcare,Biotechnology
WBEV,Consumer Defensive,Beverages—Wineries & Distilleries
CATN,Consumer Defensive,Farm Products
STMH,Healthcare,Drug Manufacturers—Specialty & Generic
KSM,Financial Services,Asset Management
MC,Financial Services,Capital Markets
SFNC,Financial Services,Banks—Regional
WHD,Energy,Oil & Gas Equipment & Services
MA,Financial Services,Credit Services
HLCO,Financial Services,Shell Companies
HYBT,Healthcare,Medical Devices
PTA,Fund,
FHB,Financial Services,Banks—Regional
EHC,Healthcare,Medical Care Facilities
MBIN,Financial Services,Banks—Regional
EYEN,Healthcare,Biotechnology
CIEN,Technology,Communication Equipment
STRL,Industrials,Engineering & Construction
ERKH,Financial Services,Banks—Regional
ACAN,Real Estate,Real Estate Services
LUCD,Healthcare,Medical Devices
LAD,Consumer Cyclical,Auto & Truck Dealerships
KALA,Healthcare,Drug Manufacturers—Specialty & Generic
MRCC,Financial Services,Asset Management
NIOBF,Basic Materials,Other Industrial Metals & Mining
NOM,Financial Services,Asset Management
SXI,Industrials,Specialty Industrial Machinery
SAL,Financial Services,Banks—Regional
RGR,Industrials,Aerospace & Defense
CUE,Healthcare,Biotechnology
GRF,Financial Services,Asset Management
HLLY,Consumer Cyclical,Auto Parts
KRO,Basic Materials,Specialty Chemicals
ARIS,Utilities,Utilities—Regulated Water
HMA,Financial Services,Shell Companies
ZDGE,Communication Services,Internet Content & Information
AGRX,Healthcare,Drug Manufacturers—Specialty & Generic
ZUMZ,Consumer Cyclical,Apparel Retail
FLCX,Industrials,Consulting Services
TCS,Consumer Cyclical,Specialty Retail
SEB,Industrials,Conglomerates
MET,Financial Services,Insurance—Life
RDGL,Healthcare,Medical Devices
FSTX,Healthcare,Biotechnology
INVE,Technology,Computer Hardware
FOCS,Financial Services,Asset Management
ALEX,Real Estate,REIT—Diversified
EVV,Financial Services,Asset Management
INOD,Technology,Information Technology Services
STCB,Basic Materials,Specialty Chemicals
LPX,Industrials,Building Products & Equipment
TNET,Industrials,Staffing & Employment Services
CNXN,Technology,Electronics & Computer Distribution
ZT,Financial Services,Shell Companies
CENBF,Healthcare,Drug Manufacturers—Specialty & Generic
MFCO,Technology,Communication Equipment
RMCF,Consumer Defensive,Confectioners
HTCR,Technology,Software—Application
CLST,Financial Services,Banks—Regional
TWIN,Industrials,Specialty Industrial Machinery
SEZNL,Financial Services,Credit Services
OFG,Financial Services,Banks—Regional
HOG,Consumer Cyclical,Recreational Vehicles
GSIT,Technology,Semiconductors
SKYX,Industrials,Electrical Equipment & Parts
PEO,Financial Services,Asset Management
TIG,Financial Services,Insurance—Specialty
CINC,Healthcare,Biotechnology
PRSO,Technology,Semiconductors
CVM,Healthcare,Biotechnology
BTN,Consumer Cyclical,Leisure
MDGL,Healthcare,Biotechnology
COLM,Consumer Cyclical,Apparel Manufacturing
KZR,Healthcare,Biotechnology
CRDTX,Fund,
CASY,Consumer Cyclical,Specialty Retail
RCAC,Financial Services,Shell Companies
FEAM,Basic Materials,Specialty Chemicals
OPTN,Healthcare,Drug Manufacturers—Specialty & Generic
HYB,Financial Services,Asset Management
VLON,Healthcare,Biotechnology
CFOO,Consumer Defensive,Packaged Foods
HTLD,Industrials,Trucking
SLNM,Communication Services,Internet Content & Information
THR,Industrials,Specialty Industrial Machinery
AESE,Communication Services,Entertainment
VISM,Technology,Software—Infrastructure
OPNT,Healthcare,Biotechnology
BW,Industrials,Specialty Industrial Machinery
COCO,Consumer Defensive,Beverages—Non-Alcoholic
WSTRF,Energy,Uranium
STRS,Real Estate,Real Estate—Diversified
CNDT,Technology,Information Technology Services
NAOV,Healthcare,Medical Devices
ZYME,Healthcare,Biotechnology
KHC,Consumer Defensive,Packaged Foods
FC,Industrials,Consulting Services
PTY,Financial Services,Asset Management
HVT,Consumer Cyclical,Home Improvement Retail
CRKN,Basic Materials,Specialty Chemicals
LKFN,Financial Services,Banks—Regional
SDHY,Fund,
GHM,Industrials,Specialty Industrial Machinery
SUAC,Financial Services,Shell Companies
POWI,Technology,Semiconductors
AKR,Real Estate,REIT—Retail
INTA,Technology,Software—Application
JATT,Financial Services,Shell Companies
KD,Technology,Information Technology Services
KMPH,Healthcare,Biotechnology
SCM,Financial Services,Asset Management
BOXD,Consumer Cyclical,Internet Retail
HIL,Industrials,Engineering & Construction
CNO,Financial Services,Insurance—Life
ST,Technology,Scientific & Technical Instruments
STWD,Real Estate,REIT—Mortgage
HIII,Financial Services,Shell Companies
GTLS,Industrials,Specialty Industrial Machinery
EAR,Healthcare,Medical Devices
ARYE,Financial Services,Shell Companies
INGN,Healthcare,Medical Devices
JCIC,Financial Services,Shell Companies
HR,Real Estate,REIT—Healthcare Facilities
GTAC,Financial Services,Shell Companies
BEEM,Technology,Solar
PLTR,Technology,Software—Infrastructure
SPH,Utilities,Utilities—Regulated Gas
PFC,Financial Services,Banks—Regional
OTEC,Financial Services,Shell Companies
AVLR,Technology,Software—Application
HIE,Financial Services,Asset Management
BNET,Industrials,Pollution & Treatment Controls
ACRHF,Healthcare,Drug Manufacturers—Specialty & Generic
GHAC,Financial Services,Shell Companies
PFE,Healthcare,Drug Manufacturers—General
PFIS,Financial Services,Banks—Regional
DS,Consumer Cyclical,Leisure
NVCT,Healthcare,Biotechnology
KNX,Industrials,Trucking
GOGO,Communication Services,Telecom Services
IMKTA,Consumer Defensive,Grocery Stores
SMST,Fund,
AGCB,Financial Services,Shell Companies
KSCP,Industrials,Security & Protection Services
ARMP,Healthcare,Biotechnology
CIM,Real Estate,REIT—Mortgage
LODE,Real Estate,Real Estate Services
RBSH,Healthcare,Biotechnology
NCRA,Consumer Defensive,Packaged Foods
BKN,Financial Services,Asset Management
SHLX,Energy,Oil & Gas Midstream
PGR,Financial Services,Insurance—Property & Casualty
DYAI,Healthcare,Biotechnology
NRGX,Fund,
SPR,Industrials,Aerospace & Defense
BKGM,Financial Services,Banks—Regional
GMED,Healthcare,Medical Devices
LIFD,Healthcare,Drug Manufacturers—Specialty & Generic
VRDN,Healthcare,Biotechnology
LCTX,Healthcare,Biotechnology
CSPI,Technology,Information Technology Services
LUNA,Technology,Scientific & Technical Instruments
HMNF,Financial Services,Banks—Regional
BSKY,Financial Services,Shell Companies
CTHR,Consumer Cyclical,Luxury Goods
CIF,Financial Services,Asset Management
FMBH,Financial Services,Banks—Regional
MGTX,Healthcare,Biotechnology
CVT,Technology,Software—Application
MASI,Healthcare,Medical Instruments & Supplies
RMI,Fund,
HPF,Financial Services,Asset Management
LJPC,Healthcare,Biotechnology
FE,Utilities,Utilities—Regulated Electric
SENEA,Consumer Defensive,Packaged Foods
FHTX,Healthcare,Biotechnology
CYT,Healthcare,Biotechnology
LIND,Consumer Cyclical,Travel Services
CBRE,Real Estate,Real Estate Services
TECH,Healthcare,Biotechnology
ICCH,Financial Services,Insurance—Specialty
FGF,Financial Services,Insurance—Diversified
EPD,Energy,Oil & Gas Midstream
ZUO,Technology,Software—Infrastructure
SPNE,Healthcare,Medical Devices
BANF,Financial Services,Banks—Regional
VPCB,Financial Services,Shell Companies
ANGI,Communication Services,Internet Content & Information
SPRB,Healthcare,Biotechnology
WPC,Real Estate,REIT—Diversified
XM,Technology,Software—Application
NFE,Utilities,Utilities—Regulated Gas
NUE,Basic Materials,Steel
LFMD,Healthcare,Pharmaceutical Retailers
HFUS,Consumer Cyclical,Lodging
SNDX,Healthcare,Biotechnology
FBNC,Financial Services,Banks—Regional
VNMT,Fund,
STBA,Financial Services,Banks—Regional
OI,Consumer Cyclical,Packaging & Containers
MEI,Technology,Electronic Components
AYTU,Healthcare,Drug Manufacturers—Specialty & Generic
VNTR,Basic Materials,Specialty Chemicals
HAYN,Industrials,Metal Fabrication
TTCF,Consumer Defensive,Packaged Foods
EVFM,Healthcare,Biotechnology
ALL,Financial Services,Insurance—Property & Casualty
MCG,Consumer Cyclical,Lodging
FELE,Industrials,Specialty Industrial Machinery
MDB,Technology,Software—Infrastructure
BSFC,Consumer Defensive,Packaged Foods
CTSO,Healthcare,Medical Devices
NDVN,Technology,Information Technology Services
OLMA,Healthcare,Biotechnology
BFH,Financial Services,Credit Services
IMGO,Healthcare,Biotechnology
TTNP,Healthcare,Biotechnology
MSEX,Utilities,Utilities—Regulated Water
ENTG,Technology,Semiconductor Equipment & Materials
EGIO,Technology,Software—Infrastructure
AEMD,Healthcare,Medical Devices
ECRP,Technology,Computer Hardware
WRAP,Technology,Scientific & Technical Instruments
KIO,Financial Services,Asset Management
GRAMF,Healthcare,Drug Manufacturers—Specialty & Generic
GBIO,Healthcare,Biotechnology
GKIT,Consumer Cyclical,Auto Manufacturers
RYES,Basic Materials,Gold
VICI,Real Estate,REIT—Diversified
TCX,Technology,Software—Infrastructure
LIVE,Consumer Cyclical,Home Improvement Retail
HLTT,Healthcare,Health Information Services
ISAA,Financial Services,Shell Companies
ATAX,Financial Services,Mortgage Finance
THRM,Consumer Cyclical,Auto Parts
CANO,Healthcare,Medical Care Facilities
ICTSF,Industrials,Security & Protection Services
DBRM,Energy,Oil & Gas E&P
BLNK,Industrials,Engineering & Construction
TEVA,Healthcare,Drug Manufacturers—Specialty & Generic
EFR,Financial Services,Asset Management
TCCO,Technology,Communication Equipment
GBLX,Healthcare,Biotechnology
MAYS,Real Estate,Real Estate Services
BCOV,Technology,Software—Application
YMTX,Healthcare,Biotechnology
ETB,Financial Services,Asset Management
PWR,Industrials,Engineering & Construction
